buyer_county,buyer_state,countyfips,count,dosage_unit,state,county,deaths,year,population,type,rate
BARTHOLOMEW,IN,18005,84534,46385644,Indiana,"Bartholomew County, IN",12,2014,78628,pills_per_person,589.9
BARTON,KS,20009,30261,11498420,,,,2014,27566,death_per_100k,
BARTON,KS,20009,30261,11498420,,,,2014,27566,pills_per_person,417.1
BARTON,MO,29011,22370,5805520,,,,2014,12286,death_per_100k,
BARTON,MO,29011,22370,5805520,,,,2014,12286,pills_per_person,472.5
BARTOW,GA,13015,107093,43775781,Georgia,"Bartow County, GA",70,2014,100771,death_per_100k,69.5
BARTOW,GA,13015,107093,43775781,Georgia,"Bartow County, GA",70,2014,100771,pills_per_person,434.4
BASTROP,TX,48021,45218,19666680,Texas,"Bastrop County, TX",26,2014,75708,death_per_100k,34.3
BASTROP,TX,48021,45218,19666680,Texas,"Bastrop County, TX",26,2014,75708,pills_per_person,259.8
BATES,MO,29013,24550,7843670,,,,2014,16780,death_per_100k,
BATES,MO,29013,24550,7843670,,,,2014,16780,pills_per_person,467.4
BATH,KY,21011,8969,3168750,Kentucky,"Bath County, KY",27,2014,11870,death_per_100k,227.5
BATH,KY,21011,8969,3168750,Kentucky,"Bath County, KY",27,2014,11870,pills_per_person,267
BATH,VA,51017,1920,910140,,,,2014,4644,death_per_100k,
BATH,VA,51017,1920,910140,,,,2014,4644,pills_per_person,196
BAXTER,AR,05005,51359,21162220,Arkansas,"Baxter County, AR",36,2014,41154,death_per_100k,87.5
BAXTER,AR,05005,51359,21162220,Arkansas,"Baxter County, AR",36,2014,41154,pills_per_person,514.2
BAY,FL,12005,185723,87199530,Florida,"Bay County, FL",150,2014,172988,death_per_100k,86.7
BAY,FL,12005,185723,87199530,Florida,"Bay County, FL",150,2014,172988,pills_per_person,504.1
BAY,MI,26017,113977,49241406,Michigan,"Bay County, MI",73,2014,107074,death_per_100k,68.2
BAY,MI,26017,113977,49241406,Michigan,"Bay County, MI",73,2014,107074,pills_per_person,459.9
BAYAMON,PR,,12679,6261720,,,,,,death_per_100k,
BAYAMON,PR,,12679,6261720,,,,,,pills_per_person,
BAYFIELD,WI,55007,2556,600080,,,,2014,15064,death_per_100k,
BAYFIELD,WI,55007,2556,600080,,,,2014,15064,pills_per_person,39.8
BAYLOR,TX,48023,3521,1220310,,,,2014,3648,death_per_100k,
BAYLOR,TX,48023,3521,1220310,,,,2014,3648,pills_per_person,334.5
BEADLE,SD,46005,13314,3194940,,,,2014,17922,death_per_100k,
BEADLE,SD,46005,13314,3194940,,,,2014,17922,pills_per_person,178.3
BEAR LAKE,ID,16007,9404,2687580,,,,2014,5941,death_per_100k,
BEAR LAKE,ID,16007,9404,2687580,,,,2014,5941,pills_per_person,452.4
BEAUFORT,NC,37013,42898,17054170,North Carolina,"Beaufort County, NC",31,2014,47587,death_per_100k,65.1
BEAUFORT,NC,37013,42898,17054170,North Carolina,"Beaufort County, NC",31,2014,47587,pills_per_person,358.4
BEAUFORT,SC,45013,105632,32284330,South Carolina,"Beaufort County, SC",61,2014,168453,death_per_100k,36.2
BEAUFORT,SC,45013,105632,32284330,South Carolina,"Beaufort County, SC",61,2014,168453,pills_per_person,191.7
BEAUREGARD,LA,22011,24389,11157960,,,,2014,36109,death_per_100k,
BEAUREGARD,LA,22011,24389,11157960,,,,2014,36109,pills_per_person,309
BEAVER,OK,40007,2439,1026400,,,,2014,5581,death_per_100k,
BEAVER,OK,40007,2439,1026400,,,,2014,5581,pills_per_person,183.9
BEAVER,PA,42007,162274,54083030,Pennsylvania,"Beaver County, PA",169,2014,170124,death_per_100k,99.3
BEAVER,PA,42007,162274,54083030,Pennsylvania,"Beaver County, PA",169,2014,170124,pills_per_person,317.9
BEAVER,UT,49001,6759,2310670,,,,2014,6514,death_per_100k,
BEAVER,UT,49001,6759,2310670,,,,2014,6514,pills_per_person,354.7
BEAVERHEAD,MT,30001,6329,2430790,,,,2014,9294,death_per_100k,
BEAVERHEAD,MT,30001,6329,2430790,,,,2014,9294,pills_per_person,261.5
BECKER,MN,27005,26166,6412446,,,,2014,32971,death_per_100k,
BECKER,MN,27005,26166,6412446,,,,2014,32971,pills_per_person,194.5
BECKHAM,OK,40009,46664,16906740,Oklahoma,"Beckham County, OK",22,2014,22941,death_per_100k,95.9
BECKHAM,OK,40009,46664,16906740,Oklahoma,"Beckham County, OK",22,2014,22941,pills_per_person,737
BEDFORD,PA,42009,50487,15222690,Pennsylvania,"Bedford County, PA",11,2014,49332,death_per_100k,22.3
BEDFORD,PA,42009,50487,15222690,Pennsylvania,"Bedford County, PA",11,2014,49332,pills_per_person,308.6
BEDFORD,TN,47003,44492,20365084,Tennessee,"Bedford County, TN",32,2014,45660,death_per_100k,70.1
BEDFORD,TN,47003,44492,20365084,Tennessee,"Bedford County, TN",32,2014,45660,pills_per_person,446
BEDFORD,VA,51019,32292,11370670,Virginia,"Bedford County, VA",48,2014,75607,death_per_100k,63.5
BEDFORD,VA,51019,32292,11370670,Virginia,"Bedford County, VA",48,2014,75607,pills_per_person,150.4
BEE,TX,48025,19364,8062170,,,,2014,32462,death_per_100k,
BEE,TX,48025,19364,8062170,,,,2014,32462,pills_per_person,248.4
BELKNAP,NH,33001,47688,18540830,New Hampshire,"Belknap County, NH",69,2014,60252,death_per_100k,114.5
BELKNAP,NH,33001,47688,18540830,New Hampshire,"Belknap County, NH",69,2014,60252,pills_per_person,307.7
BELL,KY,21013,74923,39497720,Kentucky,"Bell County, KY",117,2014,28234,death_per_100k,414.4
BELL,KY,21013,74923,39497720,Kentucky,"Bell County, KY",117,2014,28234,pills_per_person,1398.9
BELL,TX,48027,136582,70002064,Texas,"Bell County, TX",70,2014,321591,death_per_100k,21.8
BELL,TX,48027,136582,70002064,Texas,"Bell County, TX",70,2014,321591,pills_per_person,217.7
BELMONT,OH,39013,88239,38271725,Ohio,"Belmont County, OH",25,2014,69793,death_per_100k,35.8
BELMONT,OH,39013,88239,38271725,Ohio,"Belmont County, OH",25,2014,69793,pills_per_person,548.4
BELTRAMI,MN,27007,27387,7390630,Minnesota,"Beltrami County, MN",19,2014,45236,death_per_100k,42
BELTRAMI,MN,27007,27387,7390630,Minnesota,"Beltrami County, MN",19,2014,45236,pills_per_person,163.4
BEN HILL,GA,13017,23923,8920480,,,,2014,17547,death_per_100k,
BEN HILL,GA,13017,23923,8920480,,,,2014,17547,pills_per_person,508.4
BENEWAH,ID,16009,7700,4173670,,,,2014,9149,death_per_100k,
BENEWAH,ID,16009,7700,4173670,,,,2014,9149,pills_per_person,456.2
BENNETT,SD,46007,1413,442520,,,,2014,3440,death_per_100k,
BENNETT,SD,46007,1413,442520,,,,2014,3440,pills_per_person,128.6
BENNINGTON,VT,50003,31527,10133050,Vermont,"Bennington County, VT",24,2014,36739,death_per_100k,65.3
BENNINGTON,VT,50003,31527,10133050,Vermont,"Bennington County, VT",24,2014,36739,pills_per_person,275.8
BENSON,ND,38005,424,82880,,,,2014,6764,death_per_100k,
BENSON,ND,38005,424,82880,,,,2014,6764,pills_per_person,12.3
BENT,CO,08011,4261,1454960,,,,2014,6000,death_per_100k,
BENT,CO,08011,4261,1454960,,,,2014,6000,pills_per_person,242.5
BENTON,AR,05007,223767,77747800,Arkansas,"Benton County, AR",129,2014,232611,death_per_100k,55.5
BENTON,AR,05007,223767,77747800,Arkansas,"Benton County, AR",129,2014,232611,pills_per_person,334.2
BENTON,IA,19011,10628,3496010,,,,2014,25895,death_per_100k,
BENTON,IA,19011,10628,3496010,,,,2014,25895,pills_per_person,135
BENTON,IN,18007,2785,1056880,,,,2014,8810,death_per_100k,
BENTON,IN,18007,2785,1056880,,,,2014,8810,pills_per_person,120
BENTON,MN,27009,23535,7026261,Minnesota,"Benton County, MN",19,2014,38980,death_per_100k,48.7
BENTON,MN,27009,23535,7026261,Minnesota,"Benton County, MN",19,2014,38980,pills_per_person,180.3
BENTON,MO,29015,27335,9636560,Missouri,"Benton County, MO",11,2014,18961,death_per_100k,58
BENTON,MO,29015,27335,9636560,Missouri,"Benton County, MO",11,2014,18961,pills_per_person,508.2
BENTON,MS,28009,2765,1668630,,,,2014,8573,death_per_100k,
BENTON,MS,28009,2765,1668630,,,,2014,8573,pills_per_person,194.6
BENTON,OR,41003,59393,22991600,Oregon,"Benton County, OR",34,2014,86034,death_per_100k,39.5
BENTON,OR,41003,59393,22991600,Oregon,"Benton County, OR",34,2014,86034,pills_per_person,267.2
BENTON,TN,47005,27157,14145550,Tennessee,"Benton County, TN",46,2014,16345,death_per_100k,281.4
BENTON,TN,47005,27157,14145550,Tennessee,"Benton County, TN",46,2014,16345,pills_per_person,865.4
BENTON,WA,53005,161366,68263338,Washington,"Benton County, WA",120,2014,182053,death_per_100k,65.9
BENTON,WA,53005,161366,68263338,Washington,"Benton County, WA",120,2014,182053,pills_per_person,375
BENZIE,MI,26019,16934,6548090,,,,2014,17450,death_per_100k,
BENZIE,MI,26019,16934,6548090,,,,2014,17450,pills_per_person,375.2
BERGEN,NJ,34003,465817,154079096,New Jersey,"Bergen County, NJ",350,2014,920456,death_per_100k,38
BERGEN,NJ,34003,465817,154079096,New Jersey,"Bergen County, NJ",350,2014,920456,pills_per_person,167.4
BERKELEY,SC,45015,106079,46961506.5,South Carolina,"Berkeley County, SC",87,2014,188835,death_per_100k,46.1
BERKELEY,SC,45015,106079,46961506.5,South Carolina,"Berkeley County, SC",87,2014,188835,pills_per_person,248.7
BERKELEY,WV,54003,108656,42391240,West Virginia,"Berkeley County, WV",204,2014,107324,death_per_100k,190.1
BERKELEY,WV,54003,108656,42391240,West Virginia,"Berkeley County, WV",204,2014,107324,pills_per_person,395
BERKS,PA,42011,233336,87637538,Pennsylvania,"Berks County, PA",206,2014,413016,death_per_100k,49.9
BERKS,PA,42011,233336,87637538,Pennsylvania,"Berks County, PA",206,2014,413016,pills_per_person,212.2
BERKSHIRE,MA,25003,97451,40211770,Massachusetts,"Berkshire County, MA",94,2014,130064,death_per_100k,72.3
BERKSHIRE,MA,25003,97451,40211770,Massachusetts,"Berkshire County, MA",94,2014,130064,pills_per_person,309.2
BERNALILLO,NM,35001,539640,240680740,New Mexico,"Bernalillo County, NM",1017,2014,671429,death_per_100k,151.5
BERNALILLO,NM,35001,539640,240680740,New Mexico,"Bernalillo County, NM",1017,2014,671429,pills_per_person,358.5
BERRIEN,GA,13019,18014,6616690,,,,2014,19091,death_per_100k,
BERRIEN,GA,13019,18014,6616690,,,,2014,19091,pills_per_person,346.6
BERRIEN,MI,26021,121656,60191770,Michigan,"Berrien County, MI",47,2014,155992,death_per_100k,30.1
BERRIEN,MI,26021,121656,60191770,Michigan,"Berrien County, MI",47,2014,155992,pills_per_person,385.9
BERTIE,NC,37015,13732,4634490,,,,2014,20677,death_per_100k,
BERTIE,NC,37015,13732,4634490,,,,2014,20677,pills_per_person,224.1
BETHEL,AK,02050,314,33624,,,,2014,17576,death_per_100k,
BETHEL,AK,02050,314,33624,,,,2014,17576,pills_per_person,1.9
BEXAR,TX,48029,903454,441413880,Texas,"Bexar County, TX",939,2014,1789088,death_per_100k,52.5
BEXAR,TX,48029,903454,441413880,Texas,"Bexar County, TX",939,2014,1789088,pills_per_person,246.7
BIBB,AL,01007,22521,10081060,Alabama,"Bibb County, AL",11,2014,22653,death_per_100k,48.6
BIBB,AL,01007,22521,10081060,Alabama,"Bibb County, AL",11,2014,22653,pills_per_person,445
BIBB,GA,13021,203500,98047338.5,Georgia,"Bibb County, GA",48,2014,155237,death_per_100k,30.9
BIBB,GA,13021,203500,98047338.5,Georgia,"Bibb County, GA",48,2014,155237,pills_per_person,631.6
BIENVILLE,LA,22013,10060,2772985,,,,2014,14122,death_per_100k,
BIENVILLE,LA,22013,10060,2772985,,,,2014,14122,pills_per_person,196.4
BIG HORN,MT,30003,4982,2083690,,,,2014,13079,death_per_100k,
BIG HORN,MT,30003,4982,2083690,,,,2014,13079,pills_per_person,159.3
BIG HORN,WY,56003,13809,4986260,Wyoming,"Big Horn County, WY",10,2014,11827,death_per_100k,84.6
BIG HORN,WY,56003,13809,4986260,Wyoming,"Big Horn County, WY",10,2014,11827,pills_per_person,421.6
BIG STONE,MN,27011,5464,1421940,,,,2014,5180,death_per_100k,
BIG STONE,MN,27011,5464,1421940,,,,2014,5180,pills_per_person,274.5
BINGHAM,ID,16011,33824,11298195,,,,2014,45558,death_per_100k,
BINGHAM,ID,16011,33824,11298195,,,,2014,45558,pills_per_person,248
BLACK HAWK,IA,19013,90764,30807740,Iowa,"Black Hawk County, IA",42,2014,131947,death_per_100k,31.8
BLACK HAWK,IA,19013,90764,30807740,Iowa,"Black Hawk County, IA",42,2014,131947,pills_per_person,233.5
BLACKFORD,IN,18009,8277,8559790,Indiana,"Blackford County, IN",23,2014,12576,death_per_100k,182.9
BLACKFORD,IN,18009,8277,8559790,Indiana,"Blackford County, IN",23,2014,12576,pills_per_person,680.6
BLADEN,NC,37017,43412,18766100,North Carolina,"Bladen County, NC",35,2014,34915,death_per_100k,100.2
BLADEN,NC,37017,43412,18766100,North Carolina,"Bladen County, NC",35,2014,34915,pills_per_person,537.5
BLAINE,ID,16013,11407,3711710,Idaho,"Blaine County, ID",10,2014,21269,death_per_100k,47
BLAINE,ID,16013,11407,3711710,Idaho,"Blaine County, ID",10,2014,21269,pills_per_person,174.5
BLAINE,MT,30005,2762,859660,,,,2014,6576,death_per_100k,
BLAINE,MT,30005,2762,859660,,,,2014,6576,pills_per_person,130.7
BLAINE,OK,40011,10088,2416560,,,,2014,9832,death_per_100k,
BLAINE,OK,40011,10088,2416560,,,,2014,9832,pills_per_person,245.8
BLAIR,PA,42013,193440,59336169,Pennsylvania,"Blair County, PA",58,2014,126708,death_per_100k,45.8
BLAIR,PA,42013,193440,59336169,Pennsylvania,"Blair County, PA",58,2014,126708,pills_per_person,468.3
BLANCO,TX,48031,3594,1336760,,,,2014,10625,death_per_100k,
BLANCO,TX,48031,3594,1336760,,,,2014,10625,pills_per_person,125.8
BLAND,VA,51021,4965,2390300,Virginia,"Bland County, VA",10,2014,6727,death_per_100k,148.7
BLAND,VA,51021,4965,2390300,Virginia,"Bland County, VA",10,2014,6727,pills_per_person,355.3
BLECKLEY,GA,13023,15314,6222395,,,,2014,12912,death_per_100k,
BLECKLEY,GA,13023,15314,6222395,,,,2014,12912,pills_per_person,481.9
BLEDSOE,TN,47007,14377,5762090,,,,2014,13240,death_per_100k,
BLEDSOE,TN,47007,14377,5762090,,,,2014,13240,pills_per_person,435.2
BLOUNT,AL,01009,37276,16140535,Alabama,"Blount County, AL",48,2014,57645,death_per_100k,83.3
BLOUNT,AL,01009,37276,16140535,Alabama,"Blount County, AL",48,2014,57645,pills_per_person,280
BLOUNT,TN,47009,137552,59057930,Tennessee,"Blount County, TN",133,2014,124435,death_per_100k,106.9
BLOUNT,TN,47009,137552,59057930,Tennessee,"Blount County, TN",133,2014,124435,pills_per_person,474.6
BLUE EARTH,MN,27013,31799,11904797,,,,2014,64720,death_per_100k,
BLUE EARTH,MN,27013,31799,11904797,,,,2014,64720,pills_per_person,183.9
BOISE,ID,16015,68,8880,,,,2014,6880,death_per_100k,
BOISE,ID,16015,68,8880,,,,2014,6880,pills_per_person,1.3
BOLIVAR,MS,28011,26151,6736840,,,,2014,33961,death_per_100k,
BOLIVAR,MS,28011,26151,6736840,,,,2014,33961,pills_per_person,198.4
BOLLINGER,MO,29017,6565,3514610,,,,2014,12394,death_per_100k,
BOLLINGER,MO,29017,6565,3514610,,,,2014,12394,pills_per_person,283.6
BON HOMME,SD,46009,3759,886260,,,,2014,7032,death_per_100k,
BON HOMME,SD,46009,3759,886260,,,,2014,7032,pills_per_person,126
BOND,IL,17005,9004,3704775,,,,2014,17571,death_per_100k,
BOND,IL,17005,9004,3704775,,,,2014,17571,pills_per_person,210.8
BONNER,ID,16017,48227,15892900,,,,2014,40899,death_per_100k,
BONNER,ID,16017,48227,15892900,,,,2014,40899,pills_per_person,388.6
BONNEVILLE,ID,16019,99326,38066520,Idaho,"Bonneville County, ID",30,2014,106703,death_per_100k,28.1
BONNEVILLE,ID,16019,99326,38066520,Idaho,"Bonneville County, ID",30,2014,106703,pills_per_person,356.8
BOONE,AR,05009,46162,18728820,Arkansas,"Boone County, AR",25,2014,37169,death_per_100k,67.3
BOONE,AR,05009,46162,18728820,Arkansas,"Boone County, AR",25,2014,37169,pills_per_person,503.9
BOONE,IA,19015,27103,7901870,,,,2014,26326,death_per_100k,
BOONE,IA,19015,27103,7901870,,,,2014,26326,pills_per_person,300.2
BOONE,IL,17007,31152,11589284,Illinois,"Boone County, IL",19,2014,54005,death_per_100k,35.2
BOONE,IL,17007,31152,11589284,Illinois,"Boone County, IL",19,2014,54005,pills_per_person,214.6
BOONE,IN,18011,53378,20682100,Indiana,"Boone County, IN",17,2014,59246,death_per_100k,28.7
BOONE,IN,18011,53378,20682100,Indiana,"Boone County, IN",17,2014,59246,pills_per_person,349.1
BOONE,KY,21015,155454,65542995,Kentucky,"Boone County, KY",156,2014,123030,death_per_100k,126.8
BOONE,KY,21015,155454,65542995,Kentucky,"Boone County, KY",156,2014,123030,pills_per_person,532.7
BOONE,MO,29019,116787,42484970,Missouri,"Boone County, MO",79,2014,168268,death_per_100k,46.9
BOONE,MO,29019,116787,42484970,Missouri,"Boone County, MO",79,2014,168268,pills_per_person,252.5
BOONE,NE,31011,5796,1522640,,,,2014,5404,death_per_100k,
BOONE,NE,31011,5796,1522640,,,,2014,5404,pills_per_person,281.8
BOONE,WV,54005,38003,24247740,West Virginia,"Boone County, WV",130,2014,24257,death_per_100k,535.9
BOONE,WV,54005,38003,24247740,West Virginia,"Boone County, WV",130,2014,24257,pills_per_person,999.6
BOSQUE,TX,48035,10591,3591700,,,,2014,18052,death_per_100k,
BOSQUE,TX,48035,10591,3591700,,,,2014,18052,pills_per_person,199
BOSSIER,LA,22015,86351,32192503,Louisiana,"Bossier Parish, LA",34,2014,121918,death_per_100k,27.9
BOSSIER,LA,22015,86351,32192503,Louisiana,"Bossier Parish, LA",34,2014,121918,pills_per_person,264.1
BOTETOURT,VA,51023,16622,5961940,Virginia,"Botetourt County, VA",14,2014,33105,death_per_100k,42.3
BOTETOURT,VA,51023,16622,5961940,Virginia,"Botetourt County, VA",14,2014,33105,pills_per_person,180.1
BOTTINEAU,ND,38009,3140,639600,,,,2014,6579,death_per_100k,
BOTTINEAU,ND,38009,3140,639600,,,,2014,6579,pills_per_person,97.2
BOULDER,CO,08013,198318,66829113,Colorado,"Boulder County, CO",252,2014,305166,death_per_100k,82.6
BOULDER,CO,08013,198318,66829113,Colorado,"Boulder County, CO",252,2014,305166,pills_per_person,219
BOUNDARY,ID,16021,14188,4849540,,,,2014,10903,death_per_100k,
BOUNDARY,ID,16021,14188,4849540,,,,2014,10903,pills_per_person,444.8
BOURBON,KS,20011,21913,6828265,Kansas,"Bourbon County, KS",11,2014,14913,death_per_100k,73.8
BOURBON,KS,20011,21913,6828265,Kansas,"Bourbon County, KS",11,2014,14913,pills_per_person,457.9
BOURBON,KY,21017,25503,8831780,Kentucky,"Bourbon County, KY",23,2014,19972,death_per_100k,115.2
BOURBON,KY,21017,25503,8831780,Kentucky,"Bourbon County, KY",23,2014,19972,pills_per_person,442.2
BOWIE,TX,48037,102904,43982624,Texas,"Bowie County, TX",13,2014,93068,death_per_100k,14
BOWIE,TX,48037,102904,43982624,Texas,"Bowie County, TX",13,2014,93068,pills_per_person,472.6
BOWMAN,ND,38011,1560,449100,,,,2014,3192,death_per_100k,
BOWMAN,ND,38011,1560,449100,,,,2014,3192,pills_per_person,140.7
BOX BUTTE,NE,31013,7746,2771770,,,,2014,11308,death_per_100k,
BOX BUTTE,NE,31013,7746,2771770,,,,2014,11308,pills_per_person,245.1
BOX ELDER,UT,49003,49736,16766690,Utah,"Box Elder County, UT",44,2014,50613,death_per_100k,86.9
BOX ELDER,UT,49003,49736,16766690,Utah,"Box Elder County, UT",44,2014,50613,pills_per_person,331.3
BOYD,KY,21019,91748,45179390,Kentucky,"Boyd County, KY",104,2014,49242,death_per_100k,211.2
BOYD,KY,21019,91748,45179390,Kentucky,"Boyd County, KY",104,2014,49242,pills_per_person,917.5
BOYD,NE,31015,964,350500,,,,2014,2067,death_per_100k,
BOYD,NE,31015,964,350500,,,,2014,2067,pills_per_person,169.6
BOYLE,KY,21021,42549,21179750,Kentucky,"Boyle County, KY",16,2014,29150,death_per_100k,54.9
BOYLE,KY,21021,42549,21179750,Kentucky,"Boyle County, KY",16,2014,29150,pills_per_person,726.6
BRACKEN,KY,21023,4376,1475210,,,,2014,8459,death_per_100k,
BRACKEN,KY,21023,4376,1475210,,,,2014,8459,pills_per_person,174.4
BRADFORD,FL,12007,35512,13650160,Florida,"Bradford County, FL",36,2014,27552,death_per_100k,130.7
BRADFORD,FL,12007,35512,13650160,Florida,"Bradford County, FL",36,2014,27552,pills_per_person,495.4
BRADFORD,PA,42015,49280,18001130,Pennsylvania,"Bradford County, PA",20,2014,62510,death_per_100k,32
BRADFORD,PA,42015,49280,18001130,Pennsylvania,"Bradford County, PA",20,2014,62510,pills_per_person,288
BRADLEY,AR,05011,13553,3696570,,,,2014,11316,death_per_100k,
BRADLEY,AR,05011,13553,3696570,,,,2014,11316,pills_per_person,326.7
BRADLEY,TN,47011,147003,72930677,Tennessee,"Bradley County, TN",98,2014,101004,death_per_100k,97
BRADLEY,TN,47011,147003,72930677,Tennessee,"Bradley County, TN",98,2014,101004,pills_per_person,722.1
BRANCH,MI,26023,32122,12629350,Michigan,"Branch County, MI",19,2014,43965,death_per_100k,43.2
BRANCH,MI,26023,32122,12629350,Michigan,"Branch County, MI",19,2014,43965,pills_per_person,287.3
BRANTLEY,GA,13025,9246,5011320,Georgia,"Brantley County, GA",15,2014,18463,death_per_100k,81.2
BRANTLEY,GA,13025,9246,5011320,Georgia,"Brantley County, GA",15,2014,18463,pills_per_person,271.4
BRAXTON,WV,54007,17180,7511970,West Virginia,"Braxton County, WV",21,2014,14492,death_per_100k,144.9
BRAXTON,WV,54007,17180,7511970,West Virginia,"Braxton County, WV",21,2014,14492,pills_per_person,518.4
BRAZORIA,TX,48039,210652,88536040,Texas,"Brazoria County, TX",187,2014,325477,death_per_100k,57.5
BRAZORIA,TX,48039,210652,88536040,Texas,"Brazoria County, TX",187,2014,325477,pills_per_person,272
BRAZOS,TX,48041,88437,39566576,Texas,"Brazos County, TX",27,2014,201534,death_per_100k,13.4
BRAZOS,TX,48041,88437,39566576,Texas,"Brazos County, TX",27,2014,201534,pills_per_person,196.3
BREATHITT,KY,21025,34186,13881220,Kentucky,"Breathitt County, KY",22,2014,13663,death_per_100k,161
BREATHITT,KY,21025,34186,13881220,Kentucky,"Breathitt County, KY",22,2014,13663,pills_per_person,1016
BRECKINRIDGE,KY,21027,14100,8538356.2,,,,2014,20076,death_per_100k,
BRECKINRIDGE,KY,21027,14100,8538356.2,,,,2014,20076,pills_per_person,425.3
BREMER,IA,19017,27830,8278640,,,,2014,24481,death_per_100k,
BREMER,IA,19017,27830,8278640,,,,2014,24481,pills_per_person,338.2
BREVARD,FL,12009,572872,235608279,Florida,"Brevard County, FL",273,2014,548891,death_per_100k,49.7
BREVARD,FL,12009,572872,235608279,Florida,"Brevard County, FL",273,2014,548891,pills_per_person,429.2
